28/Jun/2016,GLF,3.12,3.39,3.07,3.14,1162100,3.14
28/Jun/2016,YesBank,1082.9,1082.9,1062.45,1069.9,2458200,1069.9
28/Jun/2016,TCS,2495.85,2502.9,2458.4,2463.95,2249700,2463.95
28/Jun/2016,Ford,12.79,12.91,12.45,12.52,96240800,12.52
28/Jun/2016,Gail,380.35,382.7,375.35,376.9,886900,376.9
28/Jun/2016,Maruti,4052.9,4080,4043.25,4073.75,42600,4039.56
28/Jun/2016,Volkswagen,121.5,125.5,121.3,124.95,2500,124.95
28/Jun/2016,Apollo,1304.3,1325.95,1303.25,1319.15,231400,1319.15
28/Jun/2016,RelianceCom,48.2,48.9,47.9,48.3,16578000,48.3
28/jun/2016,Apple,92.9,93.66,92.14,93.59,40444900,93.59
28/jun/2016,Honda,24.99,25.27,24.92,25.22,1440000,25.22
28/jun/2016,Int,1468.7,1491.5,1468,1474.05,1561400,1474.05
28/jun/2016,SBI,216.75,218.65,215.4,215.9,21784000,215.9
29/Jun/2016,Ebay,23.18,23.38,23.07,23.31,9124100,23.31
29/Jun/2016,Facebook,113.37,114.25,113.04,114.16,20911400,114.16
29/Jun/2016,GLF,3.21,3.34,3.04,3.2,692700,3.2
29/Jun/2016,YesBank,1075,1083.8,1070,1072.7,2326100,1072.7
29/Jun/2016,TCS,2475,2512.5,2465.3,2502.9,1265600,2502.9
29/Jun/2016,Ford,12.43,12.43,12,12.16,52731800,12.16
29/Jun/2016,Gail,376,386.95,374.55,385.25,1356900,385.25
29/Jun/2016,Maruti,4099,4144.35,4091.15,4129.25,66200,4094.59
29/Jun/2016,Volkswagen,125.97,125.97,119.95,122.3,4600,122.3
29/Jun/2016,Apollo,1325,1325.75,1310.2,1315.7,129600,1315.7
29/Jun/2016,RelianceCom,48.5,49.2,48.5,48.6,15653400,48.6
29/jun/2016,Apple,93.97,94.55,93.63,94.4,36531000,94.4
29/jun/2016,Honda,25.34,25.61,25.27,25.51,1239400,25.51
29/jun/2016,Int,1486.2,1493,1477.25,1483.2,1333600,1483.2
29/jun/2016,SBI,217.9,218.8,216.1,217.2,18019500,217.2
30/Jun/2016,Ebay,23.36,23.47,23.25,23.41,9449500,23.41
30/Jun/2016,Facebook,114.67,115.18,113.67,114.28,23024400,114.28
30/Jun/2016,GLF,3.09,3.28,3,3.13,851400,3.13
30/Jun/2016,YesBank,1081.9,1110,1074.5,1107.1,3247400,1107.1
30/Jun/2016,TCS,2522,2562.9,2500.35,2553.1,2560900,2553.1
30/Jun/2016,Ford,12.42,12.44,12.21,12.39,40387100,12.39
30/Jun/2016,Gail,389.25,390.05,381.8,385.15,2113600,385.15
30/Jun/2016,Maruti,4171,4199,4145.5,4185.15,43200,4150.02
30/Jun/2016,Volkswagen,121.94,123.1,118,122,2500,122
30/Jun/2016,Apollo,1316,1324.9,1307.25,1315.5,239000,1315.5
30/Jun/2016,RelianceCom,49.05,51.6,48.9,50.95,54657900,50.95
30/jun/2016,Apple,94.44,95.77,94.3,95.6,35836400,95.6
30/jun/2016,Honda,25.16,25.4,25.04,25.33,1013500,25.33
30/jun/2016,Int,1488.2,1504.9,1484.9,1496.5,2640300,1496.5
30/jun/2016,SBI,220,221.9,217.9,218.8,30600900,218.8
1/Jul/2016,Ebay,23.43,23.95,23.41,23.78,9683400,23.78
1/Jul/2016,Facebook,114.2,115.13,113.81,114.19,14834700,114.19
1/Jul/2016,GLF,3.15,3.76,3.15,3.72,695800,3.72
1/Jul/2016,YesBank,1112.65,1134,1106.55,1129.7,2537400,1129.7
1/Jul/2016,TCS,2562,2564.6,2494.35,2500.85,1098600,2500.85
1/Jul/2016,Ford,12.49,12.58,12.36,12.55,31267900,12.55
1/Jul/2016,Gail,388,396.85,386,395.35,2340200,395.35
1/Jul/2016,Maruti,4194.35,4213.5,4130,4165.8,61500,4130.84
1/Jul/2016,Volkswagen,121.3,126.45,121.14,125.76,1100,125.76
1/Jul/2016,Apollo,1316,1339,1314.55,1329.85,194700,1329.85
1/Jul/2016,RelianceCom,51.25,51.45,50.45,50.75,17045100,50.75
1/jul/2016,Apple,95.49,96.47,95.33,95.89,25872300,95.89
1/jul/2016,Honda,25.11,25.28,25.01,25.12,1386500,25.12
1/jul/2016,Int,1504.8,1545,1500.7,1542.65,2331900,1542.65
1/jul/2016,SBI,220.8,221,218.9,219.6,15346800,219.6
4/jul/2016,Ebay,25.45,24.44,24.04,25.01,7662445,24.07
4/jul/2016,Facebook,119.02,119.08,117.82,118.78,14986300,118.78
4/jul/2016,GLF,3.24,3.26,2.97,3.21,492700,3.21
4/Jul/2016,YesBank,1135,1140,1115,1117.6,2033400,1117.6
4/Jul/2016,TCS,2516,2525.85,2482,2494.2,941700,2494.2
4/Jul/2016,Ford,12.56,12.57,12.26,12.57,44043600,12.57
4/Jul/2016,Gail,398,402.7,392.85,396.8,2559500,396.8
4/Jul/2016,Maruti,4166,4188,4157.15,4170.5,23500,4135.5
4/Jul/2016,Volkswagen,125.93,126.81,120.48,122.1,2000,122.1
4/Jul/2016,Apollo,1335,1348,1330.05,1343.5,113800,1343.5
4/Jul/2016,RelianceCom,51.4,52.1,51.2,51.4,15226100,51.4
4/jul/2016,Apple,1550,1577,1548.35,1568.1,1812000,1568.1
4/jul/2016,Honda,222.35,224.35,222,223,16534500,223
4/jul/2016,Int,1464,1518.2,1555.12,1507.05,1983500,1507.05
4/jul/2016,SBI,208,124.12,210.12,215.9,32633700,215.9
5/Jul/2016,Ebay,23.71,23.82,23.43,23.76,8623700,23.76
5/Jul/2016,Facebook,113.94,114.2,112.97,114.2,14066700,114.2
5/Jul/2016,GLF,3.57,3.62,3.13,3.19,1412700,3.19
5/Jul/2016,YesBank,1118.9,1132,1113,1126.4,1563500,1126.4
5/Jul/2016,TCS,2494.2,2497.05,2477.15,2485.3,779800,2485.3
5/Jul/2016,Ford,12.88,12.89,12.69,12.72,44973000,12.72
5/Jul/2016,Gail,397,397.9,385.6,386.55,2246900,386.55
5/Jul/2016,Maruti,4174,4199.95,4151.55,4170.15,16700,4135.15
5/Jul/2016,Volkswagen,122.52,122.52,118.7,119.11,4400,119.11
5/Jul/2016,Apollo,1342.95,1350,1330.55,1345.3,99000,1345.3
5/Jul/2016,RelianceCom,51.45,53.1,51.05,52.2,23427400,52.2
5/jul/2016,Apple,99.01,99.46,98.12,98.94,20848100,98.94
